parent_tax_id,tax_level,category,tax_id,name,kraken_classified_reads,nt_rpm
4895,1,eukaryota,4897,Schizosaccharomyces japonicus,4,4
4895,1,eukaryota,4899,Schizosaccharomyces octosporus,1,1
742845,2,eukaryota,55193,Malassezia,117,117
55193,1,eukaryota,76775,Malassezia restricta,112,112
55193,1,eukaryota,76773,Malassezia globosa,5,5
5268,2,eukaryota,63265,Sporisorium,2,2
63265,1,eukaryota,72558,Sporisorium reilianum,2,2
5215,2,eukaryota,105767,Tremella,2,2
105767,1,eukaryota,5217,Tremella mesenterica,2,2
1884633,2,eukaryota,5206,Cryptococcus,1,1
5206,2,eukaryota,1897064,Cryptococcus neoformans species complex,1,1
1897064,1,eukaryota,5207,Cryptococcus neoformans,1,1
1884633,2,eukaryota,490731,Kwoniella,1,1
490731,1,eukaryota,89924,Kwoniella heveanensis,1,1
396331,2,eukaryota,2492674,Phanerodontia,1,1
2492674,1,eukaryota,2822231,Phanerodontia chrysosporium,1,1
27970,2,eukaryota,27971,Enterocytozoon,9,9
27971,1,eukaryota,646526,Enterocytozoon hepatopenaei,9,9
35232,2,eukaryota,72358,Trachipleistophora,3,3
72358,1,eukaryota,72359,Trachipleistophora hominis,3,3
1344955,2,eukaryota,4842,Rhizopus,5,5
4842,1,eukaryota,936053,Rhizopus delemar,5,5
1344966,2,eukaryota,4836,Phycomyces,1,1
4836,1,eukaryota,4837,Phycomyces blakesleeanus,1,1
36751,2,eukaryota,1129544,Rhizophagus,4,4
1129544,1,eukaryota,588596,Rhizophagus irregularis,4,4
4806,2,eukaryota,28581,Allomyces,6,6
28581,1,eukaryota,28583,Allomyces macrogynus,6,6
34479,2,eukaryota,4815,Spizellomyces,5,5
4815,1,eukaryota,109760,Spizellomyces punctatus,5,5
1286322,2,eukaryota,5658,Leishmania,10,10
5658,2,eukaryota,38568,Leishmania,5,5
38568,2,eukaryota,38582,Leishmania mexicana species complex,3,3
38568,2,eukaryota,38574,Leishmania donovani species complex,2,2
38574,1,eukaryota,5661,Leishmania donovani,1,1
5658,2,eukaryota,5688,lizard Leishmania,4,4
5688,1,eukaryota,5689,Leishmania tarentolae,4,4
5658,2,eukaryota,37616,Viannia,1,1
37616,2,eukaryota,37617,Leishmania braziliensis species complex,1,1
37617,1,eukaryota,5660,Leishmania braziliensis,1,1
1286322,2,eukaryota,5683,Leptomonas,2,2
5683,1,eukaryota,157538,Leptomonas pyrrhocoris,2,2
5654,2,eukaryota,5690,Trypanosoma,2,2
5690,2,eukaryota,47570,Schizotrypanum,2,2
47570,1,eukaryota,5693,Trypanosoma cruzi,2,2
5654,2,eukaryota,1470208,Paratrypanosoma,1,1
1470208,1,eukaryota,1470209,Paratrypanosoma confusum,1,1
68459,2,eukaryota,5740,Giardia,1,1
5740,1,eukaryota,5741,Giardia intestinalis,1,1
68460,2,eukaryota,39709,Spironucleus,1,1
39709,1,eukaryota,348837,Spironucleus salmonicida,1,1
302780,2,eukaryota,302781,Monocercomonoides,1,1
302781,1,eukaryota,2049356,Monocercomonoides exilis,1,1
